"start" "end" "total.SNPs" "total.Bases" "depth" "unique.SNPs" "dhSNPs" "reference.Bases" "Theta" "Pi" "Heterozygosity" "X.GC" "Recombination" "Divergence" "Constraint" "SNPs"
"4133" 4187001 4188000 21 9632 9.63 5 4 1000 18.215 22.495 22.193 47.9479 0.003778451 0.01501502 0 1
"4134" 4188001 4189000 22 10049 10.05 5 2 1000 18.186 12.041 21.396 48.1481 0.003467269 0.02202202 0 0
"4135" 4189001 4190000 1 5757 5.76 1 0 1000 4.794 3.066 1.737 46.1461 0.003467269 0.01596351 0 0
"4136" 4190001 4191000 9 6521 6.71 2 0 972 6.048 4.26 13.802 46.7467 0.003446452 0.03059976 0 1
"4137" 4191001 4192000 10 6336 6.34 8 1 1000 33.607 25.445 15.783 50.4505 0.003414883 0.02202202 0 1
"4138" 4192001 4193000 4 4805 4.8 3 1 1000 11.504 11.523 8.326 56.2563 0.00339505 0.01440329 0 0
"4139" 4193001 4194000 1 3601 3.6 1 0 1000 6.081 4.628 2.777 52.0521 0.003397895 0.01500682 0 1
"4140" 4194001 4195000 9 6718 6.72 2 0 1000 9.303 5.344 13.304 49.9499 0.003402731 0.01401401 0 0
"4141" 4195001 4196000 4 8397 8.4 2 2 1000 8.179 7.764 4.763 49.6496 0.003405393 0.007007007 0 1
"4142" 4196001 4197000 8 7084 7.08 4 2 1000 16.393 15.986 11.293 49.3493 0.003433507 0.006349206 186 2
"4143" 4197001 4198000 7 5777 5.78 2 2 1000 8.727 10.799 11.252 64.2643 0.002870868 0.005005005 776 2
"4144" 4198001 4199000 12 6650 6.65 5 3 1000 19.521 21.625 18.422 36.036 0.002565687 0.01801802 0 0
"4145" 4199001 4200000 0 6901 6.9 0 0 1000 0 0 0 45.3453 0.002565687 0.008008008 0 0
"4146" 4200001 4201000 6 3955 3.96 3 3 1000 16.175 18.909 13.906 51.952 0.002565687 0.01601602 0 0
"4147" 4201001 4202000 11 7670 7.67 4 1 1000 13.645 12.597 13.691 47.3473 0.002548649 0.01501502 0 2
"4148" 4202001 4203000 3 6808 6.81 3 0 1000 8.328 6.732 4.407 51.3514 0.002524287 0.02202202 0 0
"4149" 4203001 4204000 20 6645 6.64 7 3 1000 24.054 25.623 30.756 50.1502 0.002523085 0.02202202 0 1
"4150" 4204001 4205000 1 6993 6.99 1 0 1000 2.34 2.145 1.43 50.2503 0.002503597 0.01801802 0 2
"4151" 4205001 4206000 18 9140 9.14 7 5 1000 26.39 25.414 19.42 50.2503 0.002492882 0.01601602 0 0
"4152" 4206001 4207000 9 9712 9.72 5 1 999 13.954 11.626 9.267 48.4484 0.002492882 0.01501502 0 0
"4153" 4207001 4208000 1 9192 9.19 1 0 1000 3.461 1.958 1.088 51.7518 0.002492882 0.01101101 0 0
"4154" 4208001 4209000 8 12753 12.75 6 1 1000 19.236 10.518 5.881 52.953 0.002487732 0.01001001 0 1
"4155" 4209001 4210000 3 9356 9.36 3 0 1000 11.651 5.859 3.207 54.1542 0.002487506 0.01501502 0 0
"4156" 4210001 4211000 6 8751 8.75 2 2 1000 8.278 9.747 6.713 54.3544 0.002457718 0.02102102 0 1
"4157" 4211001 4212000 13 9313 9.31 5 3 1000 18.861 18.671 13.959 56.0561 0.002443999 0.02747909 0 0
"4158" 4212001 4213000 13 7020 7.02 3 2 1000 9.806 10.843 18.518 53.3534 0.002323499 0.01601602 0 1
"4159" 4213001 4214000 1 3989 4.09 1 1 975 5.49 4.179 2.507 47.3473 0.002283707 0.01622718 0 0
"4160" 4214001 4215000 2 5577 5.58 1 1 1000 4.841 5.379 3.586 49.8498 0.002190588 0.01501502 0 1
"4161" 4215001 4216000 7 7842 7.84 2 2 1000 8.399 11.406 8.927 42.8428 0.002158335 0.001724138 0 0
"4162" 4216001 4217000 20 6652 6.65 8 4 1000 34.722 32.881 29.317 41.1411 0.002158335 0.01414581 0 0
"4163" 4217001 4218000 12 7628 7.63 5 2 1000 20.15 17.726 15.076 45.7457 0.002164566 0.01414581 0 1
"4164" 4218001 4219000 14 6192 6.19 9 2 1000 33.713 27.453 22.61 57.1572 0.002158956 0.01414581 0 1
"4165" 4219001 4220000 7 7129 7.13 2 1 1000 7.574 6.663 9.819 59.7598 0.001704472 0.01414581 0 1
"4166" 4220001 4221000 22 8717 8.72 11 4 1000 39.022 32.439 24.95 51.952 0.000850599 0.01414581 0 0
"4167" 4221001 4222000 17 5960 5.96 4 0 1000 15.627 11.336 27.684 48.8488 0.000850599 0.03539823 0 0
"4168" 4222001 4223000 11 7205 7.21 4 1 1000 15.803 11.742 15.093 52.7528 0.000850599 0.0162413 0 0
"4169" 4223001 4224000 2 3729 3.73 2 0 1000 8.776 8.045 5.363 61.962 0.000850599 0.00925926 507 0
"4170" 4224001 4225000 0 1872 1.99 0 0 942 0 0 0 74.7748 0.000850599 0.001140251 355 0
"4171" 4225001 4226000 3 6317 6.32 3 0 1000 10.487 7.956 4.749 62.1622 0.000850599 0.01901902 0 0
"4172" 4226001 4227000 2 7673 7.67 2 0 1000 8.009 4.647 2.606 50.8509 0.000631285 0.01301301 0 1
"4173" 4227001 4228000 5 5538 5.55 3 1 998 12.536 12.474 8.126 43.2432 0.000555323 0.01801802 0 0
"4174" 4228001 4229000 9 8773 8.77 5 2 1000 21.126 16.785 10.259 47.3473 0.000557529 0.01601602 0 1
"4175" 4229001 4230000 13 6943 7 4 3 992 16.416 21.026 18.003 47.9479 0.000639696 0.01001001 0 2
"4176" 4230001 4231000 18 9046 9.05 7 2 1000 25.581 19.881 19.347 45.5455 0.000700014 0.01701702 0 2
"4177" 4231001 4232000 12 8561 8.56 4 1 1000 15.127 9.978 14.309 44.4444 0.000452845 0.01501502 0 1
"4178" 4232001 4233000 26 10485 10.49 6 2 1000 20.9 14.541 25.154 46.7467 0.000394957 0.01801802 0 4
"4179" 4233001 4234000 19 6713 6.71 9 3 1000 31.652 32.041 28.302 46.2462 0.000366293 0.0155902 0 2
"4180" 4234001 4235000 8 5044 5.3 4 0 952 20.141 13.641 15.364 41.5415 0.000361601 0.01380552 0 2
"4181" 4235001 4236000 17 9578 9.58 4 4 1000 14.448 21.733 17.227 37.9379 0.000357965 0.01171875 0 0
"4182" 4236001 4237000 9 8664 8.66 7 1 1000 24.367 17.598 10.388 40.5405 0.000357965 0.01861504 0 0
"4183" 4237001 4238000 12 6498 6.5 5 4 1000 20.126 24.74 18.468 46.8468 0.000357965 0.01861504 0 0
"4184" 4238001 4239000 16 4698 4.7 13 2 1000 61.347 52.046 32.995 49.5495 0.000361243 0.01861504 0 2
"4185" 4239001 4240000 4 4504 4.54 3 1 991 15.03 13.198 8.881 42.3423 0.000364202 0.01861504 0 0
"4186" 4240001 4241000 16 4738 4.74 4 1 1000 18.001 16.088 34.757 44.3443 0.000364202 0.01861504 0 0
"4187" 4241001 4242000 22 5824 5.82 5 3 1000 21.934 25.888 37.345 44.6446 0.000364202 0.01861504 0 0
"4188" 4242001 4243000 32 6764 6.76 10 5 1000 39.253 36.702 46.939 48.048 0.000359334 0.02782609 0 1
"4189" 4243001 4244000 8 6612 6.61 3 0 1000 12.022 7.912 11.342 46.7467 0.000359017 0.01101101 0 0
"4190" 4244001 4245000 26 7498 7.53 7 0 996 22.904 15.802 35.011 44.044 0.000359017 0.01901902 0 0
"4191" 4245001 4246000 5 7635 7.63 5 0 1000 23.5 11.97 6.549 36.6366 0.000359017 0.01501502 0 0
"4192" 4246001 4247000 6 6730 6.73 2 2 1000 7.737 10.303 8.916 41.4414 0.000359536 0.01201201 0 1
"4193" 4247001 4248000 14 7803 7.8 6 3 1000 22.048 18.648 17.941 35.9359 0.000360554 0.01901902 0 0
"4194" 4248001 4249000 5 6594 6.59 4 1 1000 15.499 12.311 7.583 45.4454 0.000360554 0.007007007 0 0
"4195" 4249001 4250000 1 11753 11.75 1 0 1000 3.205 1.564 0.851 40.4404 0.000360554 0.009009009 0 0
"4196" 4250001 4251000 14 7761 7.76 5 1 1000 16.621 12.567 17.394 40.6406 0.001230043 0.02202202 0 2
"4197" 4251001 4252000 1 9857 9.86 1 0 1000 3.048 1.816 1.015 42.042 0.001925009 0.01001001 0 0
"4198" 4252001 4253000 10 7037 7.04 3 0 1000 11.922 7.501 13.5 46.5465 0.002123703 0.01001001 0 1
"4199" 4253001 4254000 11 9866 9.87 4 2 1000 14.03 14.599 10.642 49.3493 0.00226072 0.01101101 0 1
"4200" 4254001 4255000 44 11067 11.07 10 8 1000 33.111 41.859 39.646 44.6446 0.002495541 0.006006006 0 3
"4201" 4255001 4256000 6 7407 7.41 4 2 1000 15.56 12.47 8.1 51.6517 0.001531029 0.01101101 0 1
"4202" 4256001 4257000 10 7492 7.49 3 0 1000 11.585 7.09 13.682 51.3514 0.000447134 0.01201201 0 1
"4203" 4257001 4258000 13 9176 9.18 3 1 1000 9.859 8.481 14.44 45.8458 0.000266813 0.01501502 0 1
"4204" 4258001 4259000 7 9467 9.47 1 1 1000 3.454 4.483 7.658 36.6366 0.000248536 0.01401401 0 0
"4205" 4259001 4260000 5 6669 6.67 3 1 1000 9.892 10.996 7.497 42.6426 0.000248536 0.007007007 0 0
"4206" 4260001 4261000 6 2622 2.62 4 1 1000 24.608 26.398 21.928 38.3383 0.000248536 0.01301301 0 0
"4207" 4261001 4262000 13 7562 7.56 6 4 1000 21.463 20.089 16.861 39.5395 0.000248536 0.02002002 0 0
"4208" 4262001 4263000 8 4268 4.27 7 1 1000 32.485 28.302 18.746 37.3373 0.000248536 0.004004004 0 0
"4209" 4263001 4264000 4 5549 5.55 4 0 1000 16.989 12.244 7.209 40.5405 0.000248536 0.01401401 0 0
"4210" 4264001 4265000 13 7391 7.39 4 2 1000 15.988 16.606 16.912 46.7467 0.000248536 0.01701702 0 0
"4211" 4265001 4266000 13 8427 8.43 5 0 1000 18.204 10.616 15.426 53.7538 0.000248842 0.01601602 0 1
"4212" 4266001 4267000 5 7258 7.26 3 2 1000 12.01 11.159 6.889 46.3463 0.000253584 0.01901902 0 1
"4213" 4267001 4268000 8 6327 6.33 4 2 1000 17.161 16.499 11.854 32.6326 0.00025491 0.01301301 0 0
"4214" 4268001 4269000 21 6805 6.8 6 4 1000 24.116 29.742 30.493 40.7407 0.00025491 0.02102102 0 0
"4215" 4269001 4270000 2 5592 5.59 1 1 1000 4.935 5.47 3.577 38.8388 0.00025491 0.01401401 0 0
"4216" 4270001 4271000 4 8273 8.27 1 1 1000 3.921 5.986 4.835 39.8398 0.000265203 0.008008008 0 1
"4217" 4271001 4272000 8 6468 6.47 3 2 1000 13.415 15.298 11.595 42.9429 0.000298362 0.01601602 0 1
"4218" 4272001 4273000 10 9926 9.93 9 1 1000 33.879 18.185 10.074 43.8438 0.000299579 0.01401401 0 0
"4219" 4273001 4274000 13 8576 8.58 3 0 1000 10.514 6.125 15.449 46.2462 0.000299579 0.01201201 0 0
"4220" 4274001 4275000 2 10069 10.07 2 0 1000 6.199 3.55 1.986 47.8478 0.000299579 0.005005005 0 0
"4221" 4275001 4276000 4 11695 11.69 2 1 1000 6.841 5.42 3.42 42.9429 0.000479434 0.01001001 0 1
"4222" 4276001 4277000 23 9615 9.61 4 2 1000 14.333 13.228 24.295 50.5506 0.009184257 0.01101101 0 2
"4223" 4277001 4278000 2 9514 9.51 2 0 1000 7.766 3.858 2.102 48.3483 0.01018034 0.01101101 0 0
"4224" 4278001 4279000 0 9053 9.05 0 0 1000 0 0 0 43.7437 0.01018034 0.02002002 0 0
"4225" 4279001 4280000 7 6280 6.28 3 1 1000 13.139 13.297 11.146 50.951 0.01018879 0.01101101 0 1
"4226" 4280001 4281000 24 12085 12.08 7 4 1000 21.038 22.633 19.446 49.049 0.009498805 0.0194274 0 4
"4227" 4281001 4282000 21 10888 10.89 3 1 1000 9.99 9.779 18.829 47.7477 0.007609766 0.01301301 0 1
"4228" 4282001 4283000 9 10317 10.32 3 2 1000 10.293 10.404 8.966 43.9439 0.00604943 0.01501502 0 1
"4229" 4283001 4284000 5 12929 12.93 3 2 1000 11.117 6.909 3.867 44.2442 0.002341473 0.01701702 0 0
"4230" 4284001 4285000 11 9798 9.8 7 2 1000 25.039 18.071 10.717 46.6466 0.000965606 0.01601602 0 1
"4231" 4285001 4286000 11 11059 11.06 8 1 1000 23.237 15.781 9.946 44.9449 0.000463753 0.02002002 0 0
"4232" 4286001 4287000 9 11037 11.04 7 1 1000 22.693 13.274 7.701 45.3453 0.000463753 0.01401401 0 0
"4233" 4287001 4288000 19 9195 9.2 5 2 1000 15.21 12.569 20.391 39.3393 0.000463753 0.01201201 0 0
"4234" 4288001 4289000 23 11278 11.28 7 3 1000 23.365 18.176 19.951 33.8338 0.000463753 0.01201201 0 0
"4235" 4289001 4290000 2 7530 7.53 2 0 1000 6.161 4.49 2.656 46.3463 0.000463753 0.01201201 0 0
"4236" 4290001 4291000 15 6686 6.69 5 2 1000 21.671 17.175 21.686 41.4414 0.000465443 0.01701702 0 3
"4237" 4291001 4292000 13 8013 8.01 4 3 1000 12.01 13.589 16.223 35.2352 0.000459528 0.02402402 0 0
"4238" 4292001 4293000 26 11174 11.17 8 3 1000 24.915 23.081 23.435 39.039 0.000459528 0.01001001 0 0
"4239" 4293001 4294000 2 8625 8.62 2 0 1000 7.548 4.19 2.319 34.034 0.000459528 0.01301301 0 0
"4240" 4294001 4295000 2 8784 8.78 2 0 1000 7.662 4.128 2.277 42.8428 0.000459528 0.01001001 0 0
"4241" 4295001 4296000 15 6853 6.96 7 2 984 28.882 28.756 21.523 45.1451 0.000459528 0.02802803 0 0
"4242" 4296001 4297000 17 10006 10.01 6 3 1000 20.908 21.996 16.491 45.9459 0.000838551 0.01901902 0 1
"4243" 4297001 4298000 8 8278 8.28 4 1 1000 15.051 13.561 9.664 51.0511 0.002017734 0.02402402 0 0
"4244" 4298001 4299000 18 8065 8.06 6 4 1000 22.846 24.097 22.319 46.2462 0.002115375 0.02202202 0 3
"4245" 4299001 4300000 19 9468 9.47 3 3 1000 10.292 11.434 19.804 45.2452 0.002180607 0.01701702 0 2
"4246" 4300001 4301000 25 10257 10.26 8 2 1000 27.102 18.045 24.343 45.045 0.002280264 0.01401401 0 0
"4247" 4301001 4302000 25 10509 10.51 4 2 1000 12.222 11.25 23.314 47.4474 0.00230193 0.01201201 0 2
"4248" 4302001 4303000 14 6925 6.92 4 3 1000 15.623 16.872 19.495 45.045 0.002426192 0.02202202 0 1
"4249" 4303001 4304000 12 10780 10.78 3 2 1000 8.859 9.59 10.899 49.3493 0.00247328 0.01201201 0 2
"4250" 4304001 4305000 13 8257 8.26 5 3 1000 17.29 20.497 15.138 50.5506 0.002491784 0.01201201 0 0
"4251" 4305001 4306000 5 8272 8.32 2 1 994 7.484 8.358 5.742 48.3483 0.00250367 0.01501502 0 1
"4252" 4306001 4307000 6 7613 7.61 4 1 1000 13.571 12.072 7.881 49.049 0.002506443 0.01301301 0 0
"4253" 4307001 4308000 19 9482 9.48 5 2 1000 17.913 20.342 19.643 51.3514 0.01954632 0.01701702 0 3
"4254" 4308001 4309000 20 9822 9.82 7 3 1000 27.275 24.003 20.617 49.7497 0.01178374 0.02102102 0 2
"4255" 4309001 4310000 18 11066 11.07 4 3 1000 13.547 16.496 16.492 46.1461 0.000470228 0.01401401 0 1
"4256" 4310001 4311000 23 8719 8.72 7 6 1000 22.942 30.435 26.378 43.8438 0.000332441 0.02102102 0 4
"4257" 4311001 4312000 10 10053 10.05 2 1 1000 6.65 6.383 9.823 42.8428 0.00029105 0.01201201 0 1
"4258" 4312001 4313000 0 7999 8 0 0 1000 0 0 0 37.4374 0.000289629 0.008008008 0 0
"4259" 4313001 4314000 10 9297 9.3 4 1 1000 12.22 10.994 10.218 41.2412 0.000384187 0.02002002 0 1
"4260" 4314001 4315000 15 9773 9.77 5 4 1000 18.992 21.274 14.838 40.9409 0.000424577 0.02002002 0 0
"4261" 4315001 4316000 4 8259 8.26 3 0 1000 10.549 7.312 4.238 38.8388 0.000413213 0.01701702 0 1
"4262" 4316001 4317000 10 7667 7.67 6 3 1000 23.138 19.197 13.043 44.4444 0.000346723 0.01601602 0 1
"4263" 4317001 4318000 0 7471 7.47 0 0 1000 0 0 0 42.9429 0.000284556 0.006006006 0 1
"4264" 4318001 4319000 2 8999 9 2 0 1000 7.185 4.006 2.223 38.6386 0.000271957 0.01401401 0 0
"4265" 4319001 4320000 6 9443 9.44 3 1 1000 10.984 8.6 6.354 43.1431 0.000270237 0.01501502 0 1
"4266" 4320001 4321000 3 8772 8.77 3 0 1000 10.019 6.075 3.42 37.2372 0.000262411 0.008008008 0 0
"4267" 4321001 4322000 9 7898 7.9 2 2 1000 7.064 8.639 11.711 29.1291 0.000262411 0.006006006 0 0
"4268" 4322001 4323000 7 7011 7.01 3 2 1000 12.092 13.458 9.272 39.7397 0.000262411 0.006006006 0 0
"4269" 4323001 4324000 14 9146 9.15 3 1 1000 11.414 7.651 15.034 33.5335 0.000262411 0.01314459 0 0
"4270" 4324001 4325000 8 9320 9.32 5 1 1000 17.277 12.685 8.315 36.8368 0.000262411 0.01301301 0 0
"4271" 4325001 4326000 7 9089 9.09 5 1 1000 19.299 12.747 7.427 39.6396 0.000262411 0.01001001 0 0
"4272" 4326001 4327000 3 7676 7.68 3 0 1000 12.141 6.993 3.908 33.4334 0.000262411 0.01301301 0 0
"4273" 4327001 4328000 11 5721 5.72 5 2 1000 19.666 20.766 19.118 34.8348 0.000262411 0.01401401 0 0
"4274" 4328001 4329000 5 10593 10.59 4 1 1000 14.518 8.411 4.72 38.038 0.000262411 0.01101101 0 0
"4275" 4329001 4330000 22 10673 10.67 6 5 1000 21.193 25.23 20.321 41.3413 0.000648547 0.01001001 0 4
"4276" 4330001 4331000 6 9540 9.54 4 2 1000 13.311 9.622 5.765 44.3443 0.000662846 0.01201201 0 2
"4277" 4331001 4332000 6 13212 13.21 3 1 1000 10.127 6.668 4.163 43.5435 0.000312331 0.009009009 0 0
"4278" 4332001 4333000 10 10900 10.9 2 2 1000 6.006 8.212 9.174 42.042 0.000311676 0.008008008 0 1
"4279" 4333001 4334000 29 11550 11.55 8 5 1000 24.363 24.902 25.324 46.5465 0.000309438 0.01601602 0 0
"4280" 4334001 4335000 8 7610 7.61 3 2 1000 9.348 11.854 9.855 51.7518 0.000306735 0.01525941 0 1
"4281" 4335001 4336000 12 8384 8.38 4 3 1000 14.726 15.958 14.612 42.5425 0.000301154 0.02104208 0 2
"4282" 4336001 4337000 6 8350 8.35 3 1 1000 11.156 10.379 6.587 43.5435 0.00029876 0.01401401 0 0
"4283" 4337001 4338000 16 7951 7.95 7 3 1000 26.109 27.754 19.495 45.7457 0.00029876 0.01901902 0 0
"4284" 4338001 4339000 26 5025 5.02 9 4 1000 48.115 46.859 50.749 40.7407 0.00029876 0.01801802 0 0
"4285" 4339001 4340000 15 9955 9.96 5 2 1000 19.189 19.174 15.444 43.7437 0.00029876 0.01001001 0 0
"4286" 4340001 4341000 4 8391 8.39 3 1 1000 10.942 8.035 4.767 50.1502 0.00029876 0.02302302 0 0
"4287" 4341001 4342000 4 11421 11.42 3 1 1000 10.283 6.218 3.502 42.6426 0.000313406 0.01515152 0 1
"4288" 4342001 4343000 2 5336 5.34 2 0 1000 7.702 6.122 3.748 44.5445 0.000328519 0.01515152 0 1
"4289" 4343001 4344000 4 7182 7.18 3 2 1000 12.659 8.996 5.569 44.2442 0.000485856 0.01101101 0 5
"4290" 4344001 4345000 14 8170 8.17 3 1 1000 8.603 10.025 16.524 44.7447 0.000611225 0.01501502 0 1
"4291" 4345001 4346000 2 6959 6.96 2 0 1000 6.351 4.815 2.874 45.045 0.000548787 0.02102102 0 0
"4292" 4346001 4347000 18 8621 8.62 4 4 1000 15.322 19.177 20.299 47.1471 0.000792515 0.02102102 0 3
"4293" 4347001 4348000 16 10989 10.99 8 4 1000 26.804 20.695 14.788 45.045 0.03244389 0.01401401 0 6
"4294" 4348001 4349000 11 8068 8.07 3 3 1000 11.909 13.854 13.635 39.8398 0.07291903 0.01101101 0 2
"4295" 4349001 4350000 8 7969 7.97 3 2 1000 10.813 12.264 9.725 37.1371 0.01410349 0.009009009 0 0
"4296" 4350001 4351000 2 8856 8.86 2 0 1000 5.646 3.882 2.258 44.9449 0.01410349 0.01401401 0 0
"4297" 4351001 4352000 1 8472 8.47 1 0 1000 3.755 2.125 1.18 46.9469 0.01410349 0.01001001 0 0
"4298" 4352001 4353000 10 7302 7.3 4 2 1000 13.13 13.303 14.208 43.7437 0.01410349 0.01701702 0 0
"4299" 4353001 4354000 3 7791 7.79 3 0 1000 11.967 6.915 3.851 41.7417 0.01410349 0.01201201 0 0
"4300" 4354001 4355000 9 11386 11.39 2 0 1000 4.625 3.072 7.465 39.9399 0.01410349 0.01801802 0 0
"4301" 4355001 4356000 4 8630 8.63 3 1 1000 11.671 7.994 4.635 35.3353 0.01410349 0.02502503 0 0
"4302" 4356001 4357000 11 8150 8.15 3 0 1000 9.15 6.228 14.073 34.4344 0.01410349 0.02202202 0 0
"4303" 4357001 4358000 16 8697 8.7 7 3 1000 27.017 21.292 18.398 41.4414 0.00525764 0.01801802 0 2
"4304" 4358001 4359000 6 10305 10.3 4 1 1000 13.046 9.332 5.822 32.3323 0.000203415 0.01401401 0 0
"4305" 4359001 4360000 21 11153 11.15 4 2 1000 13.214 13.33 18.829 33.1331 0.00020148 0.02002002 0 1
"4306" 4360001 4361000 23 11353 11.35 8 2 1000 28.245 17.606 19.819 39.9399 0.000193799 0.02602603 0 0
"4307" 4361001 4362000 4 8468 8.47 3 1 1000 9.896 7.713 4.724 43.8438 0.000193799 0.01601602 0 0
"4308" 4362001 4363000 7 1805 1.83 3 0 984 23.852 21.999 36.021 39.039 0.000193799 0.01289926 0 0
"4309" 4363001 4364000 3 1752 1.94 2 0 904 11.414 12.555 14.267 39.9399 0.000193799 0.01289926 0 0
"4310" 4364001 4365000 0 1992 2.87 0 0 695 0 0 0 38.3383 0.000193799 0.01289926 0 0
"4311" 4365001 4366000 1 10516 10.52 1 0 1000 3.524 1.75 0.951 31.2312 0.000193799 0.007949126 0 0
"4312" 4366001 4367000 2 9313 9.31 2 0 1000 6.643 3.854 2.148 32.9329 0.000193799 0.01301301 0 0
"4313" 4367001 4368000 30 11557 11.56 6 4 1000 18.375 22.043 25.526 39.8398 0.000193799 0.02702703 0 0
"4314" 4368001 4369000 31 9581 9.58 5 4 1000 18.531 22.703 32.224 34.3343 0.00020013 0.03103103 0 3
"4315" 4369001 4370000 8 7560 7.56 3 3 1000 11.1 13.353 10.581 48.2482 0.000197105 0.02102102 0 0
"4316" 4370001 4371000 9 7289 7.29 4 2 1000 15.974 13.993 12.347 36.8368 0.000197339 0.02002002 0 2
"4317" 4371001 4372000 3 8481 8.48 3 0 1000 10.844 6.273 3.537 39.039 0.000197817 0.01501502 0 0
"4318" 4372001 4373000 10 7915 7.91 4 2 1000 14.553 15.836 12.477 32.5325 0.000197817 0.003003003 0 0
"4319" 4373001 4374000 16 12048 12.05 7 4 1000 21.719 19.783 13.488 32.3323 0.000197817 0.01001001 0 0
"4320" 4374001 4375000 23 12944 12.94 8 4 1000 25.194 21.574 17.913 43.7437 0.002834681 0.007007007 0 2
"4321" 4375001 4376000 12 10076 10.32 4 0 976 8.711 6.835 11.909 31.8318 0.004635831 0.01701702 0 1
"4322" 4376001 4377000 32 11168 11.17 9 6 1000 31.213 33.997 28.765 34.9349 0.005988706 0.01001001 0 2
"4323" 4377001 4378000 11 13842 13.84 2 2 1000 5.869 9.609 7.947 42.4424 0.001452669 0.01601602 0 2
"4324" 4378001 4379000 23 12482 12.48 3 2 1000 8.881 11.522 18.627 47.7477 0.000618367 0.01401401 0 3
"4325" 4379001 4380000 9 8823 8.82 2 1 1000 8.066 11.574 10.059 43.7437 0.000615683 0.01601602 0 1
"4326" 4380001 4381000 37 11253 11.25 6 6 1000 20.924 25.916 32.658 46.2462 0.000634031 0.02202202 0 4
"4327" 4381001 4382000 14 8404 8.4 4 2 1000 13.496 12.777 16.658 44.3443 0.001400931 0.01401401 0 1
"4328" 4382001 4383000 32 11500 11.5 7 3 1000 22.734 19.866 27.554 43.7437 0.001940428 0.02415459 0 1
"4329" 4383001 4384000 30 8675 8.68 7 5 1000 24.191 28.473 34.581 46.7467 0.01223201 0.01501502 0 1
"4330" 4384001 4385000 10 9129 9.13 5 3 1000 15.87 14.19 11.365 47.3473 0.02715996 0.01701702 0 3
"4331" 4385001 4386000 31 13465 13.46 13 11 1000 40.248 36.632 22.884 40.5405 0.03013762 0.01601602 0 2
"4332" 4386001 4387000 6 9637 9.64 4 1 1000 14.268 9.996 6.226 47.6476 0.01825237 0.01101101 0 0
"4333" 4387001 4388000 9 7892 7.89 3 2 1000 12.756 13.631 10.771 45.8458 0.01759608 0.01501502 0 1
"4334" 4388001 4389000 38 11695 11.69 8 5 1000 25.82 24.303 32.28 46.1461 0.009715838 0.008008008 0 4
"4335" 4389001 4390000 22 11237 11.24 4 3 1000 12.902 18.055 19.801 46.4464 0.00996104 0.01301301 0 2
"4336" 4390001 4391000 20 8626 8.63 8 4 1000 29.203 24.748 22.752 44.3443 0.009403357 0.01701702 0 1
"4337" 4391001 4392000 22 8837 8.84 5 2 1000 17.641 16.876 24.753 44.7447 0.002463106 0.01601602 0 1
"4338" 4392001 4393000 12 6826 6.83 6 5 1000 25.395 24.865 17.579 45.3453 0.001559932 0.02502503 0 0
"4339" 4393001 4394000 8 10052 10.05 4 1 1000 12.779 10.493 7.462 40.1401 0.001559932 0.01501502 0 0
"4340" 4394001 4395000 7 6602 6.6 4 2 1000 15.505 13.935 10.982 40.1401 0.001559932 0.02102102 0 0
"4341" 4395001 4396000 9 6835 6.83 7 1 1000 28.002 20.85 13.168 37.037 0.001559932 0.01201201 0 0
"4342" 4396001 4397000 28 7166 7.22 7 4 993 27.461 25.999 38.726 45.1451 0.001559932 0.02202202 0 0
"4343" 4397001 4398000 13 8790 8.79 4 2 1000 14.066 14.417 14.79 39.1391 0.001635986 0.01301301 0 2
"4344" 4398001 4399000 15 10543 10.54 5 1 1000 18.065 14.055 13.99 45.045 0.00236149 0.01301301 0 2
"4345" 4399001 4400000 9 12993 12.99 3 1 1000 10.726 5.904 6.927 43.1431 0.003285876 0.01001001 0 2
"4346" 4400001 4401000 9 14761 14.76 2 0 1000 7.362 2.517 6.055 38.8388 0.004313688 0.01901902 0 1
"4347" 4401001 4402000 8 6295 6.29 5 2 1000 17.975 17.336 12.709 45.5455 0.005979592 0.01073826 0 0
"4348" 4402001 4403000 12 6777 6.78 5 4 1000 21.795 23.436 17.431 41.4414 0.004750964 0.01401401 0 2
"4349" 4403001 4404000 9 6971 6.97 7 3 1000 26.87 20.049 13.269 49.2492 0.001043986 0.02002002 0 1
"4350" 4404001 4405000 2 8822 8.82 1 1 1000 4.201 3.809 2.267 39.2392 0.000741065 0.01001001 0 0
"4351" 4405001 4406000 9 7809 7.81 6 1 1000 27.485 18.243 10.885 43.8438 0.000741065 0.03803804 0 0
"4352" 4406001 4407000 10 5984 5.98 4 3 1000 16.115 19.026 16.712 48.048 0.000741065 0.02302302 0 0
"4353" 4407001 4408000 9 9879 9.88 6 3 1000 21.831 15.745 9.111 48.048 0.000444728 0.02102102 0 3
"4354" 4408001 4409000 5 9050 9.05 4 1 1000 14.198 9.506 5.525 47.1471 0.000375512 0.01701702 0 1
"4355" 4409001 4410000 11 10310 10.31 4 3 1000 14.426 14.533 10.427 38.4384 0.00036366 0.02002002 0 1
"4356" 4410001 4411000 2 9072 9.07 2 0 1000 8.121 4.045 2.205 38.6386 0.000361454 0.01001001 0 2
"4357" 4411001 4412000 3 7496 7.5 1 1 1000 2.848 3.917 3.835 45.2452 0.000360324 0.01501502 0 1
